left_to_pin_before,penalty,hole_no,shot_no,completed,putt,left_to_pin_after,par,yards,mp_name,usa_player1,usa_player2,eur_player1,eur_player2,mp_start_time,player_shot_name,shot_team,lie_after,lie_before
15516,FALSE,14,1,TRUE,FALSE,3564,4,448,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Rough,Tee
20664,FALSE,16,1,TRUE,FALSE,9756,5,572,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Rough,Tee
8640,FALSE,16,2,TRUE,FALSE,1800,5,572,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Fairway,Fairway
1800,FALSE,16,3,TRUE,FALSE,240,5,572,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Green,Fairway
240,FALSE,16,4,FALSE,TRUE,1,5,572,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,NA,Green
72,FALSE,17,3,TRUE,TRUE,1,3,176,Saturday Fourballs Match 1,Dustin Johnson,Brooks Koepka,Rory Mcilroy,Thomas Pieters,2016-10-01 17:30:00,Dustin Johnson,USA,NA,Green
15516,FALSE,14,1,TRUE,FALSE,5580,4,448,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Fairway,Tee
5580,FALSE,14,2,TRUE,FALSE,360,4,448,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Greenside Bunker,Fairway
72,FALSE,13,3,TRUE,TRUE,1,3,248,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,NA,Green
14580,FALSE,15,1,TRUE,FALSE,2700,4,405,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Fairway,Tee
2700,FALSE,15,2,TRUE,FALSE,60,4,405,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Green,Fairway
60,FALSE,15,3,TRUE,TRUE,1,4,405,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Hole,Green
8208,FALSE,16,2,TRUE,FALSE,900,5,572,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Greenside Bunker,Intermediate Rough
900,FALSE,16,3,TRUE,FALSE,24,5,572,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Green,Greenside Bunker
24,FALSE,16,4,TRUE,TRUE,1,5,572,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Hole,Green
20664,FALSE,16,1,TRUE,FALSE,8640,5,572,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Fairway,Tee
20664,FALSE,16,1,TRUE,FALSE,8208,5,572,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Intermediate Rough,Tee
360,FALSE,14,3,TRUE,FALSE,72,4,448,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Green,Greenside Bunker
72,FALSE,14,4,TRUE,TRUE,1,4,448,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,NA,Green
3564,FALSE,14,2,TRUE,FALSE,108,4,448,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Green,Rough
14580,FALSE,15,1,TRUE,FALSE,4860,4,405,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Rough,Tee
108,FALSE,14,3,TRUE,TRUE,1,4,448,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Hole,Green
9756,FALSE,16,2,TRUE,FALSE,2880,5,572,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Rough,Rough
2880,FALSE,16,3,TRUE,FALSE,156,5,572,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Green,Rough
4860,FALSE,15,2,TRUE,FALSE,180,4,405,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Green,Rough
6336,FALSE,17,1,TRUE,FALSE,NA,3,176,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Water,Tee
20664,FALSE,16,1,TRUE,FALSE,9360,5,572,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Fairway Bunker,Tee
10152,FALSE,16,2,TRUE,FALSE,3852,5,572,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Fairway,Rough
288,FALSE,16,4,TRUE,FALSE,252,5,572,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Greenside Bunker,Greenside Bunker
252,FALSE,16,5,TRUE,FALSE,1,5,572,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,NA,Greenside Bunker
6336,FALSE,17,1,TRUE,FALSE,300,3,176,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Green,Tee
300,FALSE,17,2,TRUE,TRUE,12,3,176,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Green,Green
12,FALSE,17,3,TRUE,TRUE,1,3,176,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Hole,Green
14580,FALSE,15,1,TRUE,FALSE,1872,4,405,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Fairway,Tee
1872,FALSE,15,2,TRUE,FALSE,84,4,405,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Green,Fairway
156,FALSE,16,4,TRUE,TRUE,24,5,572,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Green,Green
24,FALSE,16,5,TRUE,TRUE,1,5,572,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,NA,Green
NA,TRUE,17,2,TRUE,FALSE,2880,3,176,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Fairway,Water
84,FALSE,15,3,TRUE,TRUE,1,4,405,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Hole,Green
180,FALSE,15,3,TRUE,TRUE,12,4,405,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Green,Green
12,FALSE,15,4,TRUE,TRUE,1,4,405,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,NA,Green
6336,FALSE,17,1,TRUE,FALSE,84,3,176,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Green,Tee
20664,FALSE,16,1,TRUE,FALSE,9000,5,572,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Fairway,Tee
9360,FALSE,16,2,TRUE,FALSE,2880,5,572,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Rough,Fairway Bunker
20664,FALSE,16,1,TRUE,FALSE,10152,5,572,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Rough,Tee
6336,FALSE,17,1,TRUE,FALSE,48,3,176,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Green,Tee
84,FALSE,17,2,TRUE,TRUE,12,3,176,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,Green,Green
12,FALSE,17,3,TRUE,TRUE,1,3,176,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Matt Kuchar,USA,NA,Green
48,FALSE,17,2,TRUE,TRUE,1,3,176,Saturday Fourballs Match 3,Phil Mickelson,Matt Kuchar,Sergio Garcia,Martin Kaymer,2016-10-01 18:00:00,Phil Mickelson,USA,Hole,Green
15552,FALSE,18,1,TRUE,FALSE,5760,4,432,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Fairway Bunker,Tee
5760,FALSE,18,2,TRUE,FALSE,900,4,432,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,Intermediate Rough,Fairway Bunker
9000,FALSE,16,2,TRUE,FALSE,144,5,572,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Green,Fairway
12,FALSE,16,4,TRUE,TRUE,1,5,572,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,NA,Green
6336,FALSE,17,1,TRUE,FALSE,96,3,176,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Green,Tee
96,FALSE,17,2,TRUE,TRUE,12,3,176,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,Green,Green
3960,FALSE,18,2,TRUE,FALSE,300,4,432,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Green,Fairway
300,FALSE,18,3,TRUE,TRUE,24,4,432,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Green,Green
24,FALSE,18,4,TRUE,TRUE,1,4,432,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Hole,Green
12,FALSE,17,3,TRUE,TRUE,1,3,176,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Patrick Reed,USA,NA,Green
36,FALSE,9,3,TRUE,TRUE,1,4,475,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,J B Holmes,USA,Hole,Green
2880,FALSE,16,3,TRUE,FALSE,144,5,572,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Green,Rough
144,FALSE,16,4,TRUE,TRUE,1,5,572,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,NA,Green
15912,FALSE,1,1,TRUE,FALSE,4572,4,442,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Rough,Tee
4572,FALSE,1,2,TRUE,FALSE,2196,4,442,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Intermediate Rough,Rough
2196,FALSE,1,3,TRUE,FALSE,192,4,442,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Intermediate Rough
192,FALSE,1,4,TRUE,TRUE,1,4,442,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Hole,Green
6336,FALSE,17,1,TRUE,FALSE,NA,3,176,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Water,Tee
15444,FALSE,2,1,TRUE,FALSE,4608,4,429,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Fairway,Tee
4608,FALSE,2,2,TRUE,FALSE,336,4,429,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Fairway
336,FALSE,2,3,TRUE,TRUE,12,4,429,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Green
12,FALSE,2,4,TRUE,TRUE,1,4,429,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,NA,Green
22788,FALSE,3,1,TRUE,FALSE,12024,5,633,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Greenside Bunker,Tee
192,FALSE,18,4,TRUE,TRUE,1,4,432,Saturday Fourballs Match 2,Ryan Moore,J B Holmes,Danny Willett,Lee Westwood,2016-10-01 17:45:00,Ryan Moore,USA,NA,Green
12024,FALSE,3,2,TRUE,FALSE,4932,5,633,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Fairway,Greenside Bunker
4932,FALSE,3,3,TRUE,FALSE,192,5,633,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Fairway
192,FALSE,3,4,TRUE,TRUE,60,5,633,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Green
60,FALSE,3,5,FALSE,TRUE,1,5,633,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,NA,Green
7560,FALSE,4,1,TRUE,FALSE,504,3,210,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Intermediate Rough,Tee
12,FALSE,4,4,TRUE,TRUE,1,3,210,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Hole,Green
252,FALSE,8,2,TRUE,FALSE,1,3,186,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Hole,Green Fringe
504,FALSE,4,2,TRUE,FALSE,48,3,210,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Intermediate Rough
48,FALSE,4,3,TRUE,TRUE,1,3,210,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Hole,Green
NA,TRUE,17,2,TRUE,FALSE,2880,3,176,Saturday Fourballs Match 4,Patrick Reed,Jordan Spieth,Justin Rose,Henrik Stenson,2016-10-01 18:15:00,Jordan Spieth,USA,Fairway,Water
10908,FALSE,5,1,TRUE,FALSE,96,4,352,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Tee
23112,FALSE,6,1,TRUE,FALSE,12096,5,642,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Fairway Bunker,Tee
12096,FALSE,6,2,TRUE,FALSE,3204,5,642,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Fairway,Fairway Bunker
3204,FALSE,6,3,TRUE,FALSE,48,5,642,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Fairway
48,FALSE,6,4,TRUE,TRUE,1,5,642,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Hole,Green
96,FALSE,5,2,TRUE,TRUE,1,4,352,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Hole,Green
15912,FALSE,1,1,TRUE,FALSE,5256,4,442,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Fairway,Tee
5256,FALSE,1,2,TRUE,FALSE,24,4,442,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Fairway
24,FALSE,1,3,TRUE,TRUE,12,4,442,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Green
12,FALSE,1,4,TRUE,TRUE,1,4,442,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Hole,Green
15444,FALSE,2,1,TRUE,FALSE,3888,4,429,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Fairway,Tee
3888,FALSE,2,2,TRUE,FALSE,360,4,429,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Fairway
360,FALSE,2,3,TRUE,TRUE,12,4,429,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Green
12,FALSE,2,4,TRUE,TRUE,1,4,429,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Hole,Green
14472,FALSE,7,1,TRUE,FALSE,2628,4,402,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Fairway,Tee
22788,FALSE,3,1,TRUE,FALSE,13320,5,633,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Intermediate Rough,Tee
13320,FALSE,3,2,TRUE,FALSE,5616,5,633,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Fairway,Intermediate Rough
6696,FALSE,8,1,TRUE,FALSE,252,3,186,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green Fringe,Tee
2628,FALSE,7,2,TRUE,FALSE,132,4,402,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Fairway
7560,FALSE,4,1,TRUE,FALSE,900,3,210,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Greenside Bunker,Tee
900,FALSE,4,2,TRUE,FALSE,144,3,210,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Greenside Bunker
144,FALSE,4,3,TRUE,TRUE,12,3,210,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Green
132,FALSE,7,3,TRUE,TRUE,1,4,402,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Hole,Green
17100,FALSE,9,1,TRUE,FALSE,7164,4,475,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Fairway Bunker,Tee
7164,FALSE,9,2,TRUE,FALSE,1512,4,475,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Intermediate Rough,Fairway Bunker
1620,FALSE,5,2,TRUE,FALSE,96,4,352,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Intermediate Rough
96,FALSE,5,3,TRUE,TRUE,1,4,352,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Hole,Green
1512,FALSE,9,3,TRUE,FALSE,324,4,475,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Intermediate Rough,Intermediate Rough
324,FALSE,9,4,TRUE,FALSE,24,4,475,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,Green,Intermediate Rough
24,FALSE,9,5,TRUE,TRUE,1,4,475,Sunday Singles Match 1,Patrick Reed,Patrick Reed,Rory Mcilroy,Rory Mcilroy,2016-10-02 17:05:00,Patrick Reed,USA,NA,Green
9828,FALSE,6,2,TRUE,FALSE,1440,5,642,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Greenside Bunker,Fairway
15444,FALSE,2,1,TRUE,FALSE,2448,4,429,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Fairway,Tee
2448,FALSE,2,2,TRUE,FALSE,36,4,429,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Green,Fairway
15912,FALSE,1,1,TRUE,FALSE,4500,4,442,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Fairway,Tee
4500,FALSE,1,2,TRUE,FALSE,108,4,442,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Green Fringe,Fairway
108,FALSE,1,3,TRUE,FALSE,12,4,442,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Green,Green Fringe
12,FALSE,1,4,TRUE,TRUE,1,4,442,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,NA,Green
36,FALSE,2,3,TRUE,TRUE,12,4,429,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Green,Green
12,FALSE,2,4,TRUE,TRUE,1,4,429,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,NA,Green
1440,FALSE,6,3,TRUE,FALSE,72,5,642,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Green,Greenside Bunker
72,FALSE,6,4,TRUE,TRUE,1,5,642,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Hole,Green
22788,FALSE,3,1,TRUE,FALSE,10152,5,633,Sunday Singles Match 10,Brooks Koepka,Brooks Koepka,Danny Willett,Danny Willett,2016-10-02 18:35:00,Brooks Koepka,USA,Rough,Tee
23112,FALSE,6,1,TRUE,FALSE,9828,5,642,Sunday Singles Match 5,Jimmy Walker,Jimmy Walker,Rafa Cabrera Bello,Rafa Cabrera Bello,2016-10-02 17:45:00,Jimmy Walker,USA,Fairway,Tee
